SETID,ZIP_FILE_NAME,UPLOAD_DATE,SPL_VERSION,TITLE
a9a6b624-d6d9-8373-e053-2a95a90a85e3,20200819_a9a6b624-d6d9-8373-e053-2a95a90a85e3.zip,08/19/2020,1,0.13% BENZALKONIUM CHLORIDE INSTANT HAND SANITIZER (HAND SANITIZER) GEL [BJ GOODS LLC]
8ee90f21-d59b-45ca-a6a5-a15b937cf796,20160615_8ee90f21-d59b-45ca-a6a5-a15b937cf796.zip,06/15/2016,2,0.5% IODINE TEAT DIP (IODINE) SOLUTION [METZ SALES]
e52fe254-8872-35ce-e053-2a95a90a339e,20220803_e52fe254-8872-35ce-e053-2a95a90a339e.zip,08/03/2022,1,"0.5% LIDOCAINE HCL INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
c755e41b-acba-7234-e053-2995a90aff0f,20210719_c755e41b-acba-7234-e053-2995a90aff0f.zip,07/19/2021,1,"0.9% SODIUM CHLORIDE (SODIUM CHLORIDE) INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
7860dfb7-a67c-7b5f-e053-2a91aa0ad59f,20200222_7860dfb7-a67c-7b5f-e053-2a91aa0ad59f.zip,02/24/2020,3,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
7882aac1-44e7-cb42-e053-2991aa0a9a43,20200222_7882aac1-44e7-cb42-e053-2991aa0a9a43.zip,02/24/2020,3,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
8dfb05c0-77e8-2fa1-e053-2a95a90a3d33,20200223_8dfb05c0-77e8-2fa1-e053-2a95a90a3d33.zip,02/24/2020,2,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
a2b8220f-e33a-51c3-e053-2995a90a0734,20200408_a2b8220f-e33a-51c3-e053-2995a90a0734.zip,04/08/2020,1,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
a2bba76a-08ce-6902-e053-2995a90ab9c9,20200408_a2bba76a-08ce-6902-e053-2995a90ab9c9.zip,04/08/2020,1,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
a62b71db-8ba2-6f6b-e053-2a95a90a29d1,20200522_a62b71db-8ba2-6f6b-e053-2a95a90a29d1.zip,05/22/2020,1,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
e5247ed5-6170-c13f-e053-2a95a90a4101,20220802_e5247ed5-6170-c13f-e053-2a95a90a4101.zip,08/02/2022,1,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
1cc688da-7fc2-4e70-beb7-8bb65f6b4d7f,20200128_1cc688da-7fc2-4e70-beb7-8bb65f6b4d7f.zip,01/28/2020,2,"0.9% SODIUM CHLORIDE INJECTION, SOLUTION [WG CRITICAL CARE, LLC]"
78825011-268c-784b-e053-2991aa0ae0d4,20200222_78825011-268c-784b-e053-2991aa0ae0d4.zip,02/24/2020,3,"0.9% SODIUM CHLORIDE IRRIGANT [HF ACQUISITION CO LLC, DBA HEALTHFIRST]"
